REGION 9 - ZAMBOANGA PENINSULA,
ZAMBOANGA DEL NORTE,
Dipolog City,7100
Dapitan City,7101
Roxas,7102
Sibutad,7103
Rizal,7104
Pinan,7105
Polanco,7106
Mutia,7107
Sergio Osmeña,7108
Katipunan,7109
Manukan,7110
Jose Dalman (Ponot),7111
Sindangan,7112
Siayan,7113
Salug,7114
Liloy,7115
Tampilisan,7116
Labason,7117
Gutalac,7118
La Libertad,7119
Siocon,7120
Siraway,7121
Sibuco,7122
Baliguian,7123
Kalawit,7124
Leon B. Postigo (Bacungan),7125
Godod,7126
ZAMBOANGA DEL SUR,
Zamboanga City,7000
Bayog,7011
Kumalarang,7013
Lakewood,7014
Dumalinao,7015
Pagadian City,7016
Labangan,7017
Tukuran,7019
Aurora,7020
Midsalip,7021
Don Mariano Marcos,7022
Molave,7023
Ramon Magsaysay,7024
Tambulig,7025
Mahayag,7026
Josefina,7027
Dumingag,7028
San Miguel,7029
Dinas,7030
San Pablo,7031
Dimataling,7032
Pitogo,7033
Tabina,7034
Margo sa Tubig,7035
Vicencio Sagun,7036
Lapuyan,7037
Guipos,7042
Tigbao,7043
ZAMBOANGA SIBUGAY,
Ipil,7001
Roseller Lim,7002
Titay,7003
Naga,7004
Kabasalan,7005
Siay,7006
Imelda,7007
Payao,7008
Buug,7009
Mabuhay,7010
Talusan,7012
Tungawan,7018
Malangas,7038
Diplahan,7039
Alicia,7040
Olutanga,7041
REGION 10 - NORTHERN MINDANAO,
BUKIDNON,
Malaybalay,8700
Sumilao,8701
Impasugong,8702
Manolo Fortich,8703
Malitbog,8704
Phillips,8705
Libona,8706
Baungon,8707
Talakag,8708
Valencia,8709
Musuan,8710
San Fernando,8711
Don Carlos,8712
Kadingilan,8713
Maramag,8714
Quezon,8715
Kitaotao,8716
Pangantucan,8717
Kalilangan,8718
Dangcagan,8719
Kibawe,8720
Damulog,8721
Lantapan,8722
Cabanglasan,8723
CAMIGUIN,
Mambajao,9100
Mahinog,9101
Guinsiliban,9102
Sagay,9103
Catarman,9104
LANAO DEL NORTE,
Iligan City,9200
Linamon,9201
Kauswagan,9202
Matungao,9203
Poona Piagapo,9204
Bacolod,9205
Maigo,9206
Kolambugan,9207
Pantao Ragat,9208
Tubod,9209
Baroy,9210
Lala,9211
Salvador,9212
Sapad,9213
Kapatagan,9214
Sultan Naga Dimaporo (formerly Karomatan) ,9215
Nunungan,9216
Baloi,9217
Pantar,9218
Munai,9219
Tangcal,9220
Magsaysay,9221
Tagoloan,9222
MISAMIS OCCIDENTAL,
Ozamis City,7200
Clarin,7201
Tudela,7202
Sinacaban,7203
Jimenez,7204
Panaon,7205
Aloran,7206
Oroquieta City,7207
Lopez Jaena,7208
Plaridel,7209
Calamba,7210
Baliangao,7211
Sapang dalaga,7212
Concepcion,7213
Tangub City,7214
Bonifacio,7215
Don Victoriano Chiongbian,7216
MISAMIS ORIENTAL,
,
Cagayan de Oro City,9000
Tagoloan,9001
Villanueva,9002
Jasaan,9003
Claveria,9004
Balingasag,9005
Lagonglong,9006
Salay,9007
Binuangan,9008
Sugbongcogon,9009
Kinoguitan,9010
Balingoan,9011
Talisayan,9012
Medina,9013
Gingoog City,9014
Magsaysay,9015
Opol,9016
El Salvador,9017
Alubijid,9018
Laguindingan,9019
Gitagum,9020
Libertad,9021
Initao,9022
Naawan,9023
Manticao,9024
Lugait,9025
REGION 11 - DAVAO REGION,
COMPOSTELA VALLEY,
Nabunturan,8800
Montevista,8801
Mawab,8802
Compostela,8803
New Bataan,8804
Monkayo,8805
Maco,8806
Mabini,8807
Maragusan (formerly San Mariano),8808
Pantukan,8809
Laak (formerly San Vicente),8810
DAVAO DEL NORTE,
Tagum,8100
Carmen,8101
Asuncion (formerly Saug),8102
New Corella,8104
Panabo,8105
Braulio E. Dujali,8106
Talaingod,8107
Santo Tomas,8112
Kapalong,8113
Babak,8118
Samal,8119
Kaputian,8120
San Isidro,8121
DAVAO DEL SUR ,
Davao City,8000
Santa Cruz,8001
Digos,8002
Matanao,8003
Magsaysay,8004
Bansalan,8005
Hagonoy,8006
Padada,8007
Kiblawan,8008
Sulop,8009
Malalag,8010
Ateneo,8016
Bunawan,8017
Calinan,8018
Davao International Airport,8019
Mandug,8020
Matina,8021
Mintal,8022
Talomo,8023
Tibungco,8024
Toril,8025
University of Mindanao,8026
DAVAO OCCIDENTAL,
Santa Maria,8011
Malita,8012
Don Marcelino,8013
Jose Abad Santos,8014
Sarangani,8015
DAVAO ORIENTAL,
Mati,8200
Tarragona,8201
Manay,8202
Caraga,8203
Baganga,8204
Cateel,8205
Boston,8206
Lupon,8207
Banaybanay,8208
San Isidro,8209
Gov. Generoso,8210
REGION 12 - SOCCSKSARGEN,
NORTH COTABATO,
Kidapawan,9400
Makilala,9401
M'lang,9402
Tulunan,9403
Magpet,9404
Pre. Roxas,9405
Matalam,9406
Kabacan,9407
Carmen,9408
Pikit,9409
Midsayap,9410
Libungan,9411
Pigkawayan,9412
Alamada,9413
Antipas,9414
Aleosan,9415
Banisilan,9416
Arakan,9417
SARANGANI,
Alabel,9501
Maasim,9502
Malungon,9503
Kiamba,9514
Maitum,9515
Malapatan,9516
Glan,9517
SOUTH COTABATO,
Gen. Santos City,9500
Polomolok,9504
Tupi,9505
Koronadal,9506
Tampakan,9507
Norala,9508
Sto. Niño,9509
Tantangan,9510
Banga,9511
Surallah,9512
T'boli,9513
Lake Sebu,9518
SULTAN KUDARAT,
Tacurong,9800
Columbio,9801
Mariano Marcos,9802
Lutayan,9803
Pres. Quirino,9804
Isulan,9805
Esperanza (Ampatuan),9806
Lebak (Salaman),9807
Kalamansig,9808
Palimbang,9809
Bagumbayan,9810
Sen. Ninoy Aquino,9811
REGION 13 - CARAGA,
AGUSAN DEL NORTE,
Butuan City,8600
Buenavista,8601
Nasipit,8602
Carmen,8603
Magallanes,8604
Cabadbaran,8605
Tubay,8606
Jabonga,8607
Santiago,8608
Kitcharao,8609
Las Nieves,8610
Remedios T. Romualdez,8611
AGUSAN DEL SUR,
Prosperidad,8500
San Francisco,8501
Bayugan,8502
Sibagat,8503
Rosario,8504
Trento,8505
Bunawan,8506
Loreto,8507
La Paz,8508
Veruela,8509
Talacogon,8510
San Luis,8511
Sta. Josefa,8512
Esperanza,8513
SURIGAO DEL NORTE,
Surigao City,8400
San Francisco,8401
Malimono,8402
Tagana-an,8403
Sison,8404
Placer,8405
Tubod,8406
Mainit,8407
Bacuag,8408
Gigaquit,8409
Claver,8410
Socorro,8416
Dapa,8417
Del Carmen,8418
Gen. Luna,8419
Pilar,8420
San Isidro,8421
Sta. Monica,8422
San Benito,8423
Burgos,8424
Alegria,8425
DINAGAT ISLAND,
Cagdianao,8411
Dinagat,8412
Basilisa (formerly Rizal),8413
Libjo (formerly Albor),8414
Loreto,8415
Tubajon,8426
San Jose,8427
SURIGAO DEL SUR,
Tandag,8300
San Miguel,8301
Tago,8302
Bayabas,8303
Cagwait,8304
San Agustin,8305
Marihatag,8306
Lianga,8307
Tagbina,8308
Barobo,8309
Hinatuan,8310
Bislig,8311
Lingig,8312
Cortez,8313
Lanuza,8314
Carmen,8315
Madrid,8316
Cantilan,8317
Carrascal,8318
Malixi,8319
REGION 15 - ARMM,
BASILAN,
Isabela de Basilan         ,7300
Lantawan,7301
Lamitan,7302
Maluso,7303
Tipo-Tipo,7304
Sumisip,7305
Tuburan,7306
Akbar,7307
Al-Barka,7308
Hadji Mohammad Ajul,7309
Hadji Muhtamad,7310
Ungkaya Pukan,7311
Tabuan-Lasa,7312
LANAO DEL SUR,
Malabang,9300
Picong (formerly Sultan Gumander),9301
Balabagan,9302
Marogong,9303
Tubaran,9304
Butig,9305
Lumbayanague,9306
Lumbatan,9307
Macador Andong,9308
Bayang,9309
Binidayan,9310
Ganassi,9311
Pagayawan,9312
Pualas,9313
Madamba,9314
Madalum,9315
Bacolod Grande,9316
Tugaya,9317
Balindong,9318
Calanogas,9319
Bumbaran,9320
Tagoloan - II,9321
Kapatagan,9322
Lumbaca Unayan,9323
Sultan Domalondong,9324
Marawi City,9700
Saguiaran,9701
Mulondo,9702
Lumba Bayabao,9703
Tamparan,9704
Poona Bayabao,9705
Masiu,9706
Bubong,9708
Kapai,9709
Piagapo,9710
Marantao,9711
Taraka,9712
Ramain-Ditsaan,9713
Buadiposo Buntong,9714
Maguing,9715
Wao,9716
MAGUINDANAO,
Cotabato City,9600
Datu Odin Sinsuat (Dinaig),9601
Upi,9602
South Upi,9603
Parang,9604
Sultan Kudarat,9605
Kabuntulan,9606
Datu Piang,9607
Shariff Aguak (formerly Maganoy),9608
Ampatuan,9609
Pagalungan,9610
Sultan Sa Barongis,9611
Talayan,9612
Matanog,9613
Barira,9614
Buldon,9615
Buluan,9616
Datu Paglas,9617
General Salipada K. Pendatun,9618
Mangudadatu,9620
Datu Abdullah Sangki,9621
Datu Anggal Midtimbang,9622
Datu Blah T. Sinsuat,9623
Datu Hoffer Ampatuan,9624
Datu Salibo,9625
Datu Saudi-Ampatuan,9626
Datu Unsay,9627
Guindulungan,9628
Mamasapano,9629
Northern Kabuntalan,9630
Datu Montawal (formerly Pagagawan),9631
Paglat,9632
Pandag,9633
Rajah Buayan,9634
Shariff Saydona Mustapha,9635
Sultan Mastura,9636
Sultan Sumagka (formerly Talitay),9637
,
SULU,
Jolo,7400
Patikul,7401
Panamao,7402
Talipao,7403
Luuk,7404
Pata,7405
Banguingui (formerly Tongkil) ,7406
Indanan,7407
Parang,7408
Maimbung,7409
Tapul,7410
Lugus,7411
Siasi,7412
Hadji Panglima Tahil (formerly Marungas),7413
Panguntaran,7414
Panglima Estino,7415
Kalingalan Kalauang,7416
Omar,7417
Pandami,7418
TAWI-TAWI,
Bongao,7500
Panglima Sugala (formerly Balimbing),7501
Tandu Bas,7502
Sapa-Sapa,7503
South Ubian,7504
Simunul,7505
Sitangkai,7506
Turtle Island (Taganak),7507
Mapun (formerly Cagayan de Sulu),7508
Languyan ,7509
Sibutu,7510
,
*** NOTHING FOLLOWS ***,
